GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerType-1,PlayerType-0
-1176337153,Checkers,0,GAME_OVER,141,140,2,2,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-1203383237,Checkers,0,GAME_OVER,63,62,2,3,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-731044798,Checkers,0,GAME_OVER,56,55,2,4,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-214896742,Checkers,0,GAME_OVER,93,92,2,5,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
904131606,Checkers,0,GAME_OVER,123,122,2,6,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-836935709,Checkers,0,GAME_OVER,148,147,2,7,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-722893542,Checkers,0,GAME_OVER,62,61,2,8,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
1340300709,Checkers,0,GAME_OVER,133,132,2,9,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-2124934750,Checkers,0,GAME_OVER,147,146,2,10,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-35611374,Checkers,0,GAME_OVER,44,43,2,11,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
286717860,Checkers,0,GAME_OVER,91,90,2,12,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
59274752,Checkers,0,GAME_OVER,51,50,2,13,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-1426514565,Checkers,0,GAME_OVER,93,92,2,14,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
1638937389,Checkers,0,GAME_OVER,154,153,2,15,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-313547086,Checkers,0,GAME_OVER,132,131,2,16,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-1292871560,Checkers,0,GAME_OVER,57,56,2,17,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
141710200,Checkers,0,GAME_OVER,63,62,2,18,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-173761553,Checkers,0,GAME_OVER,100,99,2,19,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-527106957,Checkers,0,GAME_OVER,77,76,2,20,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
2086646756,Checkers,0,GAME_OVER,95,94,2,21,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-616978944,Checkers,0,GAME_OVER,63,62,2,22,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-1097626520,Checkers,0,GAME_OVER,107,106,2,23,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-1700335317,Checkers,0,GAME_OVER,59,58,2,24,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-970850095,Checkers,0,GAME_OVER,52,51,2,25,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-323875359,Checkers,0,GAME_OVER,58,57,2,26,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-2016122297,Checkers,0,GAME_OVER,62,61,2,27,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
1689588006,Checkers,0,GAME_OVER,63,62,2,28,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-1976417695,Checkers,0,GAME_OVER,50,49,2,29,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-326991008,Checkers,0,GAME_OVER,176,175,2,30,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
679498075,Checkers,0,GAME_OVER,64,63,2,31,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
-1337627158,Checkers,0,GAME_OVER,49,48,2,32,MCTS_CheckersHeuristic,MCTS_CheckersHeuristic
