GameSeed,GameName,Round,Event,Tick,Turn,PlayerCount,GameID,PlayerName-0,Player-1,Player-0,PlayerName-1
-1126811814,Checkers,0,GAME_OVER,46,45,2,2,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
-1854791702,Checkers,0,GAME_OVER,41,40,2,3,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
-1761392996,Checkers,0,GAME_OVER,41,40,2,4,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
1190084556,Checkers,0,GAME_OVER,44,43,2,5,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
134562684,Checkers,0,GAME_OVER,43,42,2,6,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
213330350,Checkers,0,GAME_OVER,44,43,2,7,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
-974643853,Checkers,0,GAME_OVER,41,40,2,8,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
-513454553,Checkers,0,GAME_OVER,43,42,2,9,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
514392549,Checkers,0,GAME_OVER,41,40,2,10,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
500056579,Checkers,0,GAME_OVER,37,36,2,11,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
1197348627,Checkers,0,GAME_OVER,46,45,2,12,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
611704885,Checkers,0,GAME_OVER,53,52,2,13,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
1073468091,Checkers,0,GAME_OVER,41,40,2,14,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
-2079133931,Checkers,0,GAME_OVER,54,53,2,15,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
900962656,Checkers,0,GAME_OVER,43,42,2,16,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
-1105320639,Checkers,0,GAME_OVER,127,126,2,17,MCTS_CheckersHeuristic,0.0,0.0,MCTS_CheckersHeuristic
-1276645753,Checkers,0,GAME_OVER,48,47,2,18,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
2066220240,Checkers,0,GAME_OVER,77,76,2,19,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
134392692,Checkers,0,GAME_OVER,38,37,2,20,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
-595867711,Checkers,0,GAME_OVER,43,42,2,21,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
-1423916759,Checkers,0,GAME_OVER,45,44,2,22,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
1584043718,Checkers,0,GAME_OVER,47,46,2,23,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
631557042,Checkers,0,GAME_OVER,39,38,2,24,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
-1159394339,Checkers,0,GAME_OVER,30,29,2,25,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
-1753055221,Checkers,0,GAME_OVER,40,39,2,26,MCTS_CheckersHeuristic,1.0,-1.0,MCTS_CheckersHeuristic
